uid,premise,hypothesis,reason,label,predicted_label,match,predicted_score_0,predicted_score_1,predicted_score_2
0d48c055-730a-4de5-9014-a07983e69507,"Spiess Tuning is the common identity of Siegfried Spiess Motorenbau GmbH, a motor vehicle engine tuning company based in Ditzingen, Baden-Württemberg, Germany. Today Spiess Tuning is most famous for its Formula 3 motor racing engines based on the Opel Family II and two iterations of Volkswagen R4 engines.",Two iterations of Volkswagen R4 engines helped to inspire the Formula 3,"It is stated that the Formula 3 racing engine was based on the Opel Family II and two iterations of the Volkswagen R4 engines. So it would go to say that those engines helped the formulation of the Formula 3, thus assisting in inspiring it. Not sure why it didn't register with the system even though I only mentioned one of the types of engines used in developing the Formula 3.",0,1,,-0.880890727,2.680029869,-1.834586143
9ce13e44-d12e-4483-a3b3-3548a69acfcd,"Andrey Ermakov (Russian: Андрей Андреевич Ермаков ), (born May 27, 1987) is a Russian ballet dancer, a winner of 'Soul of Dance' award (Russian 'Ballet' magazine, 2013), who performs as a soloist with the Mariinsky Ballet (formerly the Kirov Ballet).",Russian ballet dancer Андрей Андреевич Ермаков won a Great Dance award featured in a 2013 edition of a magazine.,It was called Soul of Dance,2,1,,0.6882779,2.42716527,-3.023140192
ca7a6e51-d845-4dcc-9fd7-c0a018f86df0,"Pandemic is a 2014 science fiction thriller novel by Scott Sigler and the final novel in the ""Infected"" trilogy. The book was released in hardback, e-book, and audiobook on January 21, 2014 through Crown Publishing and is set several years after the events in ""Contagious"".",Pandemic was released in the second month of 2014.,"Pandemic was released on January 21, 2014. The system was confused by the wording in the statement.",2,2,,0.106398299,-0.789818823,0.518133163
f0c8e048-b5fe-4f15-8acc-45fa6e9ed8da,"Lotto 6/49 is one of three national lottery games in Canada. Launched on June 12, 1982, Lotto 6/49 was the first nationwide Canadian lottery game to allow players to choose their own numbers. Previous national games, such as the Olympic Lottery, Loto Canada and Superloto used pre-printed numbers on tickets. Lotto 6/49 led to the gradual phase-out of that type of lottery game in Canada.","Everyday nationwide, each Canadian plays lottery games",We don't know what percentage of canadians play the lottery everyday.,1,1,,-1.874787569,1.534130692,0.161398113
2d5aacc9-8d00-4f75-8d4c-9317290c8497,"The Wild Bunch is a computer game released in 1984 for the ZX Spectrum and 1985 for the Amstrad CPC by Firebird Software. Despite its name, it has no relation to the 1969 film but is set in the Wild West. The title refers to a fictitious gang of outlaws featured in the game, loosely based on the real Wild Bunch gang who were prominent in the 1890s.",The Wild Bunch was released in the past five years.,"It's definitely incorrect because it was released in 1984 and 1985, which are more than five years ago. It's difficult for the system because it requires comparing dates in the past to the current date.",2,2,,-0.28205955,-1.17419827,1.07830894
de7a0cce-82a5-412d-a0ae-a35b41b82ca4,"IL-2 Sturmovik: Forgotten Battles (Russian: ""Ил-2 Штурмовик: Забытые сражения"" ), also known in Europe as Rebirth of Honor, is a combat flight simulator video game, and sequel to the 2001 combat flight simulation of the year ""IL-2 Sturmovik"" developed by the Russian software firm 1C. Unlike the first installment, Forgotten Battles focuses on the Soviet-Finnish Continuation War of 1941-1944.","Because Forgotten Battles focuses on the Soviet-Finnish culmination of the war in 1941-1944, the sequel is called Rebirth of Honor. ","The first game was not called Forgotten Battles because it focused on the culmination of the battle. I replaced continuation with culmination. Regardless, ""continuation"" was what the second game focused on. In addition to this information, the name of the sequel does not have anything to do with the name of the previous game. ",1,1,,-2.201742411,1.66184032,0.243073091
b04c0d99-73e0-486e-b621-09c09e1f64b0,"Johnny Allegro is a black and white 1949 American film noir, starring George Raft, Nina Foch, Will Geer, and George Macready. An ex-gangster (Raft) working as a federal agent runs afoul of a crime lord (Macready) who enjoys hunting humans for sport. The picture was directed by Ted Tetzlaff and produced by Columbia Pictures.",The film featured scenes of people hunting humans as a sport.,"It says right in the description ""(Macready) who enjoys hunting humans for sport.""",0,1,,1.297402978,1.628398418,-2.815433025
ff46867d-68a5-41e5-9fa0-07f479abba4e,"Thank You Happy Birthday is the second studio album by American rock band Cage the Elephant. It was released on January 11, 2011 to positive critical reception. The album was produced by Jay Joyce, who worked in the same capacity on the band's eponymous debut album.",Cage the Elephant had positive reviews thanks to the work of Jay Joyce who produced it.,How can you possibly know from above if the producer is the reason the album was successful?,1,0,,2.040243387,-0.599591255,-1.711435199
7dd4f76d-2a9f-4add-90b3-103476c5dc51,"Ian Hunter is the first solo album by Ian Hunter, recorded following his departure from Mott the Hoople. Released in 1975, it is also the first of many solo albums on which he collaborates with Mick Ronson. The bassist, Geoff Appleby, was from Hull like Mick Ronson and they had played together in The Rats in the late 1960s.",Geoff Appleby played with Mick Ronson in 1958,1958 is not in the late 1960s,2,1,,-2.383684874,1.089253187,0.939194679
51a66cf5-7fe4-4cf4-886d-91239091e1e4,"Hunter Mountain is in the towns of Hunter and Lexington, just south of the village of Hunter, in Greene County, New York, United States. At approximately 4040 ft in elevation, it is the highest peak in the county and the second-highest peak in the Catskill Mountains.",Greene County is 4040 ft in elevation.,"The mountain is 4040ft, not the entire county, but since all keywords matched those in the passage, the model was fooled.",2,0,,1.691072464,-1.254597425,-0.766174495
5d4fbcb7-2ed5-4954-97b3-5cf8f840f4e3,"Viru is a 5.0% ABV pilsner-style beer brewed in Estonia. It is brewed in the country's second largest city, Tartu, by the A. Le Coq brewery. The brand is owned by Baltic Beer Company Ltd (formerly Brand Independence Ltd), based in London, UK, and is brewed under licence in Estonia. A. Le Coq is the second largest brewery in Estonia, with a market share of 36.8% in 2005.",Viru's parent company is based in London.,"Viru is owned by Baltic Beer company which is based in London. It's kind of a abstract concept, so I guess that's why the system mislabeled it.",0,1,,-1.319880724,3.070349932,-1.875852585
16d296d3-ac46-42ac-bfe7-150bd8db4919,"Zazie Beetz (born 1991) is a German-born, American actress best known for the role of Vanessa on ""Atlanta"". In 2016, she also appeared in the Netflix anthology series ""Easy"". Beetz has been cast as the Marvel Comics character Neena Thurman / Domino in ""Deadpool 2"".",Zazie Beetz played the dual role of Neena Thurman / Domino in the Marvel Comics film Deadpool 2,Zazie Beetz played Neena Thurman and alter ego Domino,0,0,,0.569141328,0.029788243,-0.565434039
2a65a8f5-2330-42a4-ad18-c8f957c3b8f3,"Floyd Mayweather Jr. vs. Canelo Álvarez, billed as ""The One"", was a boxing light middleweight championship superfight. The bout was held on September 14, 2013, in the MGM Grand Garden Arena, at the MGM Grand Hotel & Casino in Las Vegas, Nevada, United States, on Showtime PPV. Mayweather received $41.5 million for this fight before taking into account pay-per-view sales.",Mayweather only received $41.5 million.,It says he made more money than that.,2,1,,-1.202150464,1.223197937,-0.074940398
bbe5963c-3b1d-4997-8572-932053f1b830,"The Museum of Turkish Calligraphy Art (Turkish: """" ) is a museum located in Beyazıt Square in Fatih district of Istanbul, Turkey. Constructed between 1506–08, the building formerly served as the medrese of Bayezid II Complex which was built within the order of Sultan Bayezid II, son of Mehmed the Conqueror. Its collection consists of 3121 pieces mainly reflecting Islamic calligraphic art.",during its contruction all the pieces were in a close temple,you can't know that fact from the text and can be correct or incorrect,1,2,,-3.288965702,1.003193378,1.674064636
88778d51-e89c-4bf6-b3da-d16d2a20479f,"Portrait of a Lady is an 1916-17 oil on canvas painting by Gustav Klimt. The painting measures 60 x . It depicts a portrait of a female figure, composed in an unusually lively expressionistic style. It was acquired by the Galleria Ricci-Oddi in Piacenza in 1925.",Portrait of a Lady was acquired by the Galleria Ricci-Oddi less than five years after it was created. ,This is definitely incorrect because the painting was created in 1916-17 and sold 8 years later in 1925 to the Galleria Ricci-Oddi. ,2,0,,2.720650434,-1.795729756,-1.620978117
54c1a119-2260-476a-ba25-0414471471bb,"""Be Right Back"" is the first episode of the second series of British science fiction anthology series ""Black Mirror"". It was written by series creator and showrunner Charlie Brooker, directed by Owen Harris and first aired on Channel 4 on 11 February 2013.","""Be right Back"" the first episode of  the second series of ""Black Mirror"" featured Charlie Brooker's  hot rod. ","It is not certain as to who owned the vehicles in the second series of ""Black Mirror"".",1,1,,-2.188513756,1.842075586,0.085624278
471d7fcb-15dc-45c7-b222-e203268523be,"Scopwick is small village and civil parish in the district of North Kesteven, Lincolnshire, England, situated 6 mi south from Lincoln. The population of the civil parish at the 2011 census was 815. The parish includes Kirkby Green, a hamlet to the east of Scopwick. The village main road runs parallel to a narrow stream.",Scopwick has a population greater than 800 now.,The population of the civil parish of Scopwick at the 2011 census was 815; today it could be more or less than that. The algorithm used the 2011 figure to reach its conclusion.,1,0,,1.289991975,-2.038862228,0.177827314
16b3e1ca-b6d1-482d-9ec2-b08ab80c5ab6,"Anjum Fakih is an Indian television actress and model, who has appeared in Hindi television series like ""MTV's Chat House"", ""Time Quake"", and ""Tere Sheher Mein"". Currently, she is seen in Kundali Bhagya. She has also appeared in the very Popular Show Ek Tha Raja Ek Thi Rani as Rani Rageshwari Singh. She played an evil character in the show. Anjum Fakih has also won the ""Ford Super Model"" title.",Anjum Fakih is a popular Hindi name.,It is not possible to know from the information provided if Anjum Fakih is a common name or not.,1,1,,-1.816034317,2.842112303,-1.192099214
0a0e97df-4b92-4a46-89cf-3dbc912a9c20,"Benji is an upcoming American drama film written, co-produced and directed by Brandon Camp. The film is a reboot of the 1974 film of the same name. It stars Gabriel Bateman and Darby Camp. Jason Blum is serving as a producer through his Blumhouse Productions banner and Universal Pictures is distributing the film.",Disney wanted to produce the film.,"Universal is producing the film, but we have no knowledge of how this came to be or other companies that wanted to.  Changing the pronoun fooled the system.",1,1,,-1.820222378,1.303929448,0.302762628
99a6d9fa-079f-478f-abc9-2cbd566015b0,"Curious George: A Very Monkey Christmas is a 2009 American animated television movie, distributed by PBS and produced by Imagine Entertainment and Universal Animation Studios. It was released on November 25, 2009. The movie is a holiday special featuring Curious George, as created in the children's books by Hans Augusto Rey and Margret Rey. It is shown every Christmas on PBS Kids.",PBS Kids has been showing Curious George: A Very Monkey Christmas at least once a year since December 2008,The movie hadn't been released in 2008 so it was impossible for it to be shown that year,2,1,,0.955062866,1.728488922,-2.593891382
33a58b34-3d7a-461d-97e8-f3b819a07e70,"Emma Catherine Rigby (born 26 September 1989) is an English actress. She is best known for playing the role of Hannah Ashworth in long-running soap opera ""Hollyoaks"", Gemma Roscoe in BBC One drama series ""Prisoners' Wives"" and as the Red Queen in American fantasy-drama ""Once Upon a Time in Wonderland.""",Emma Catherine Rigby was born in England in 1989.,"This statement is neither definitely correct nor definitely incorrect because although the information provided indicates Emma Catherine Rigby is English, it does not specify that she was born in England.  She could have, for example, been born to English parents while they lived in another country.",1,1,,0.535596967,1.416979909,-1.820731759
a936bada-1612-4951-9cd1-6ed89aaf30ef,"Crawford County (county code CR) is a county located in Southeast Kansas. As of the 2010 census, the county population was 39,134. Its county seat is Girard, and its most populous city is Pittsburg. The county was named in honor of Samuel J. Crawford, Governor of Kansas.","The 2010 census determined that Crawford County has 39,134, just shy of 40,000","It is correct since the number reflects the number reported in the census, the system was probably confused with the inclusion of the number 40000",0,1,,-0.974045038,0.475984395,0.374785423
690369e1-5820-49eb-8ea5-6beff76c1107,"Through the Desert is a German-style board game designed by Reiner Knizia. It was originally released in 1998 by German game publisher, Kosmos, under the name ""Durch die Wüste"". Players place pastel colored plastic camels on a hexagon-based board in an attempt to score points by capturing watering holes and reaching oases.",One of the plastic camels is black.,"The camels are pastel colors, which means none of them would be black.",2,1,,-2.885253906,3.283253431,-0.770426452
faacd7f8-8b10-485e-87ef-4b0d4852ebd1,"The discography of Foo Fighters, an American rock band formed in 1994 by Dave Grohl, consists of nine studio albums, four extended plays (EPs), six video albums, and 36 singles. The current Foo Fighters line-up consists of Grohl (vocals and guitar), Taylor Hawkins (drums), Rami Jaffee (keyboard), Nate Mendel (bass), Chris Shiflett (guitar), and Pat Smear (guitar).",Nate Mendel and Taylor Hawkins do not play the same kind of instruments. ,"Nate plays the bass and Taylor plays the drums, so my statement that they don't play the same kind of instrument is correct (string vs. percussion). The computer doesn't understand. ",0,2,,-1.647492647,-0.463808626,1.692964554
73fdcfa5-0bff-4632-ab72-76e771d20c86,"The Building Strong Families Program (BSF) is part of the Healthy Marriage Initiative funded by the U.S. Department of Health and Human Services, Administration for Children and Families, ""to learn whether well-designed interventions can help couples fulfill their aspirations for a healthy relationship, marriage, and a strong family.""",The U.S. Department of Health and Human Services is an underfunded and underrated government branch.,"I think it can go either way, there's no mention of how much funding it receives vs. how much it requires or how much of an impact this branch of government has on the American society. It can be underfunded and overlooked, or it could be receiving adequate funding and acclaim - there is no verifiable way to know without further reading.  I think it just barely tricked the system because of me calling it a ""government branch"", which is not explicitly stated, but certainly assumed by anyone with basic common sense. ",1,2,,-2.317068577,0.704859614,1.194907665
60403ad6-b38a-4418-9a4c-68a73ca9af96,"The Wheel of Time is a series of high fantasy novels written by American author James Oliver Rigney, Jr. under his pen name of Robert Jordan. Originally planned as a six-book series, ""The Wheel of Time"" spanned fourteen volumes, in addition to a prequel novel and a companion book. Jordan began writing the first volume, ""The Eye of the World"", in 1984, and it was published in January, 1990.",Wheel of Time was a six book series,It was planned as a six book series but ended up at 14,2,0,,0.427396595,-0.95345664,0.346096694
4658aa58-3e13-4724-bdfa-6de042f3cb73,"Woodes Rogers (""ca."" 1679 – 15 July 1732) was an English sea captain and privateer and, later, the first Royal Governor of the Bahamas. He is known as the captain of the vessel that rescued marooned Alexander Selkirk, whose plight is generally believed to have inspired Daniel Defoe's ""Robinson Crusoe"".",Woodes Rogers died within the last 100 years.,It's definitely incorrect because he died in 1732. It's difficult for the system because the system is bad at calculating and comparing amounts of time relative to the current year.,2,2,,-1.193480968,-1.027763724,1.639195442
840f444f-36c8-4c08-9ee2-6f522c1cd072,"The Arts Tower is a building at 12 Bolsover Street in Sheffield, England belonging to the University of Sheffield and opened in 1966. English Heritage has called it ""the most elegant university tower block in Britain of its period"". At 78 m (255 feet) tall, it is the second tallest building in the city, after the 101 m, St Paul's Tower on Arundel Gate, which was topped out in 2009.",The Arts Tower is not at 78 Bolsover St.,The Arts tower is at 12 Bolsover St.  Using the facts of the statement confuses AI.,0,0,,0.90914017,-1.92381084,0.531724632
8f047eec-ce21-421d-8a48-90abef2c8472,"The 2017 FIFA U-20 World Cup was the 21st edition of the FIFA U-20 World Cup, the biennial international men's youth football championship contested by the under-20 national teams of the member associations of FIFA, since its inception in 1977 as the FIFA World Youth Championship. The tournament was hosted by South Korea between 20 May and 11 June 2017.",All continents have hosted the FIFA U-20 World Cup,It can be hard to judge from the statement but it is possible that all continents have hosted the FIFA U-20 World cup.,1,2,,-1.35787046,0.550029933,0.635854125
ee63a640-5ea3-4a2d-980e-95c36d9cb01d,"Taxi Driver: Oko Ashewo, also known as just Taxi Driver or Oko Ashewo, is a 2015 Nigerian dark comedy thriller film produced by Ayobami Macaulay and directed by Daniel Oriahi. It stars Odunlade Adekola, Femi Jacobs, Ijeoma Grace Agu and Hafeez Oyetoro.",Daniel Oriahi co-wrote the script of Taxi Driver.,"Daniel Oriahi was the director, but the context does not state whether or not he had any part in writing the script to the movie.  The system mus not understand the concept of writing movie scripts.",1,1,,-1.249966621,1.95032537,-0.813631177
9c25ebd6-6bb9-46ff-8fd6-3fdae4437b89,"The Other One is the third solo album by former Fleetwood Mac guitarist Bob Welch. The track ""Future Games"" was first released on the Fleetwood Mac album of the same name in 1971. Members of Welch's backing band also make songwriting contributions here though the majority of tracks are Welch's own.","Bob Welch wrote the song ""Future Games"".","The context states that other members of the band contributed to songs, but does not say whether they did so on ""Future Games"", so we don't know if he was the sole writer or not.",1,1,,-0.657535255,1.793349385,-1.138921499
ed728036-f50a-4e46-a662-a99642c6006f,"The Stick People is an American alternative rock/punk rock band formed in 2008 in Hollywood, CA, which plays a fusion of alternative rock, punk rock, metal, and other musical styles. Best known for guitarist duo Bernie Godwin, son of producer Dito Godwin, and Mike Stone, former Queensrÿche guitarist.",2008 saw a record formation of American alternative rock/punk bands.,"While The Stick People is an American alternative rock/punk band that formed in 2008, it is unknown whether there was a large creation of this style of band formed during the year.",1,1,,1.118755579,1.587645292,-2.548339605
0569f5f7-56d3-46c7-a3d8-7e894964ea0a,"Thomas ""Tim"" Buckley (May 28, 1942 – April 16, 2015) was an American anthropologist and Buddhist monastic best known for his long-term ethnographic research with the Yurok Indians of northern California, his early work in the anthropology of reproduction, and for his major reevaluation of the work of Alfred L. Kroeber.",Thomas Buckley lived until he was 75 years old,"Thomas Buckly was born in 1942 and died in 2015 so he was 72 years old, almost 73",2,2,,-1.24882555,-0.182983711,1.102074385
ca86820e-1028-48c5-b949-2b434ecb8901,"Matthew Mead (born 1924, Buckinghamshire, died 2009) was an English poet as well as a translator, with his wife Ruth, of German poets, including Johannes Bobrowski and Nelly Sachs. He edited the magazine ""Satis"" and lived in Germany. A selection of his poems appears in ""Penguin Modern Poets 16"", together with Harry Guest and Jack Beeching.",Matthew Mead's wife Ruth edited the magazine Satis. ,Matthew Mead edited the magazine Satis and not his wife. ,2,0,,0.486174881,0.319173366,-0.719534278
ccda9409-9454-4f20-903c-20abdf50d643,"On October 20, 1977, a Convair CV-240 chartered by the rock band Lynyrd Skynyrd from L&J Company of Addison, Texas, ran out of fuel and crashed in Gillsburg, Mississippi, near the end of its flight from Greenville, South Carolina, to Baton Rouge, Louisiana.",The Convair CS-240 had a spotless reputation.,We do not know what type of record that plane had.,1,2,,-3.62928772,0.358735353,2.446252823
3e7ff01d-d997-4efe-bc31-b085c3cb1a20,"The Colour of Magic is a 1983 comic fantasy novel by Terry Pratchett, and is the first book of the ""Discworld"" series. The first printing of the British edition consisted of 506 copies. Pratchett has described it as ""an attempt to do for the classical fantasy universe what ""Blazing Saddles"" did for Westerns.""","""Discworld"" begins with the novel, ""Discworld"".","""The Colour of Magic"" is the firsts novel in the Discworld series as mentioned in the text.",2,0,,2.168051481,-0.302857429,-2.074292183
85d28a28-c1c6-46e7-95f1-d66ab9adb00c,"Bruce Samuel Bryant (born November 21, 1961) is an American politician and boiler operator. Bryant served as a Democratic State Senator from Maine's 14th District, representing part of Oxford County as well as the town of Jay in adjacent Franklin County. A resident of Dixfield, Bryant graduated from Dirigo High School and began working in the NewPage Paper Mill in Rumford in 1980.",Bruce Samuel Bryant was not born in the last year.,"It's definitely correct because he was born in 1961. It's difficult because the question is phrased in the negative, which is hard for the system to deal with.",0,0,,0.831604481,-1.22280395,0.101484001
68033183-9edf-45a8-8458-9f73d468994e,"Sex and the Single Girl is a 1962 non-fiction book by American writer Helen Gurley Brown, written as an advice book that encouraged women to become financially independent and experience sexual relationships before or without marriage. The book sold two million copies in three weeks, was sold in 35 countries and has made the ""Los Angeles Times"", ""The New York Times"" and ""Time"" bestseller lists.",Sex and the single girl is also about a brother who sold drugs,The story 'Sex and the Single Girl' is about women and financial independence. ,2,1,,-3.75404501,3.286257505,-0.069280431
4d8434da-c96d-4d93-9237-45af54aeeec8,"Sully Diaz (July 12, 1960; New York City) is a Spanish actress and singer born to Sephardic parents from, Puerto Rico. Sully's career started in Puerto Rican television with her first starring role as Coralito in the ""novela"" called ""Coralito"". ""Coralito"" was her first starring role. Sully was invited to star in various soap operas in Puerto Rico, Venezuela and Argentina.",Sully Diaz was born in the United States.,"Excerpt states she was born in NYC, which is in the USA. Model maybe got confused by the fact her parents were from Puerto Rico.",0,2,,-0.754584432,-0.357663453,0.870636821
cb4ab132-5246-4016-88bd-9e0e5360dd80,"Don Wayne Reno (born February 8, 1963 in Roanoke, Virginia) is a bluegrass musician and banjo player, and also an ordained minister. He is a son of famed bluegrass musician Don Reno. Reno was for several years a mainstay of Hayseed Dixie with his brother Dale Reno as the mandolinist. He currently works with his brother and Mitch Harrell in the band Reno and Harrell.",Reno currently lives in Virginia,He might have moved since his birth,1,0,,1.562477469,1.065569282,-2.508246183
e8593faf-c580-477c-bbf4-dc61f1a6eeaa,"Sweatbees is a compilation album by Louisville, Kentucky rock band My Morning Jacket. It was released as a five-track EP in the UK on the Wichita label in 2002 and a nine-track compilation in Australia on the Spunk label in 2003. On both versions it comprised tracks from the band's second album ""At Dawn"" and two EPs.",My Morning Jacket did not release a nine-track compilation EP called Sweatbees in the UK in 2002.  ,The contect states that the nine-track EP was released in Australia and in the UK it was a five-track version. This means that the statement that Sweatbees was not released in the UK as a nine-track version is correct.,0,2,,-2.15615201,-0.847135484,2.334865808
1fe355a7-e977-4b19-81a6-a264c86fb185,"Findabair or Finnabair (modern Irish Fionnabhair ] ) was a daughter of Ailill and Queen Medb of Connacht in Irish mythology. The meaning of the name is ""white phantom"" (etymologically cognate with ""Gwenhwyfar"", the original Welsh form of Guinevere). The Dindsenchas also mention a Findabair that is the daughter of Lugaid Laigde.",The Queen of Irish mythology passed her daughter off the maids and not be bothered.,We were not given any specific information on how the princess was raised.,1,1,,-3.118578196,1.714850664,0.905445576
d1095d03-e956-4770-ab5e-c02fcb1830ab,"Ram Charan is an Indian film actor, dancer, producer, businessman and entrepreneur, who works in Telugu cinema. He won two Nandi Awards, two South Filmfare awards, two CineMAA Awards, and two Santosham Best Actor Awards. Charan is one of the highest paid actors in Tollywood.",Tollywood is India's version of Hollywood. ,"The guy referenced is an actor, dancer, producer, and businessman in Tollywood, and since those activities are the types of things also done in Hollywood, the two--Tollywood and Hollywood--maybe versions of each other. The system may have had difficulty with the statement because Hollywood isn't mentioned and the word ""version"" may not have been understood properly or entirely.",1,1,,-1.340381026,1.536909819,-0.293905497
e56cbfdb-7254-43ef-bda0-5402450f37d7,"Private School (also titled Private School ... for Girls) is a 1983 American teen sex comedy film, directed by Noel Black. Starring Phoebe Cates, Betsy Russell, and Matthew Modine, it follows a teenaged couple attempting to have sex for the first time.",Betsy Russell is an actress in Private School.,I don't think the system recognized the word actress because it wasn't in the original context.,0,1,,-0.064643636,1.976597905,-1.81122911
ba1bde7e-2ae5-40da-8ebd-2f99479b4bd1,"""Lotus Flower"" is a song by the English alternative rock band Radiohead, released on their eighth studio album ""The King of Limbs ""(2011). It features singer Thom Yorke's falsetto over syncopated beats and a ""propulsive"" bass line. Its music video, featuring Yorke's erratic dancing, spawned an internet meme.","It features singer Thom Yorke's falsetto over erratic beats and a ""propulsive"" bass line.","I replaced syncopated with the word erratic, and although often able to be used interchangeably, the words can have different meanings as well. By changing the word to erratic, the sentence was definitely incorrect from the original sentence.",2,1,,-1.14453125,1.055445313,-0.008073988
42508385-50c8-4c09-9901-bc007d78a14b,"Kerala Janapaksham ('Kerala People's Party') is a political party in Kerala, India. The party is led by K. Raman Pillai. Pillai is the president of the party. Pillai had previously been a leader of the Bharatiya Janata Party, but formed Kerala Janapaksham in 2007. Baby Ambatt was appointed general secretary of the party in May 2010.",K. Raman Pilla was the first leader of the Bharatiya Janata Party.,"We know he was a leader, we don't know if he was the first.",1,1,,-1.978679776,2.136814594,-0.377424151
a3a08fde-3611-4685-b7d2-af539fc13e2d,"New World () is a 2013 South Korean crime drama film written and directed by Park Hoon-jung. Starring Choi Min-sik, Hwang Jung-min and Lee Jung-jae, the film shows the conflict between the police and the mob through the eyes of an undercover cop. ""New World"" is the first entry in a planned trilogy.",New World is based on a mob leader,The system didn't understand the message,2,1,,-1.548411965,2.093767881,-0.681738794
386bc9dc-41f0-42ff-b107-251ff589e696,"José Venegas, known as ""El Bronco"", was a Mexican singer and film actor best known as Epigmenio Zúñiga in the film ""La Valentina"". Originally from San Buenaventura, Chihuahua, Venegas was born José Montaño. After having migrated to Mexico City, in order to pursue his talent, Venegas appeared in five films in which he also sang until an alleged confrontation with Pedro Infante stooped his career.",Jose Venegas is the same person as Jose Montano.,"The mexican singer was born with the name Jose Montano, but performed as Jose Venegas.",0,2,,-0.444018155,-0.240544721,0.563282192
ac2e6e4d-e471-473c-84e4-f407c63eba7a,"Seven Seas to Calais (Italian: Il dominatore dei sette mari) is a 1962 Italian adventure film by Eastmancolor in CinemaScope, directed by Rudolph Maté (his final film) and Primo Zeglio. It stars Rod Taylor, Keith Michell and Edy Vessel. The film depicts the career of Sir Francis Drake.",Rudolph Maté began directing films in 1960.,"It never mentions when he began directing films, only that he directed his final film in 1962. It's difficult because the text mentions that his final film was in 1962, which perhaps confused the system to think he began directing in 1962 as well.",1,2,,-2.353824377,0.405620039,1.465343475
5144c8b2-bc67-4848-b076-86e45b5db447,"Salvatore ""Mooney Sam"" Giancana (born Salvatore Giangana; June 15, 1908 – June 19, 1975), better known as Sam Giancana, was a Sicilian American mobster, notable for being boss of the Chicago Outfit from 1957–1966. Among his other nicknames were, ""Momo"", ""Sam the Cigar,"" and ""Sammy.""",Giancana was 68 when he died.,Giancana was born in 1908 and died in 1975. The system was confused by the years.,2,2,,-1.56056428,0.191708863,1.077702284
f1d6fa1d-879d-4cb9-8596-0f0b33899daa,"Molly Joan Hagan (born August 3, 1961) is an American actress. She co-starred in films ""Code of Silence"" (1985), ""Some Kind of Wonderful"" (1987), ""The Dentist"" (1996) and ""Election"" (1999), and also known for her roles in television on ""Herman's Head"" (1991–1994) and ""Unfabulous"" (2004–2007).",Molly Hagan has retired from acting.,"In the paragraph we learn she was acting as of 2007, but we do not know if she is still currently acting or not.",1,2,,-3.506159067,0.652948141,2.089696646
3a595f3b-6efa-43de-882f-8ae7dc7ade1e,"Fatburger Inc. is an American fast casual restaurant chain. Its tagline is ""The Last Great Hamburger Stand"". While it is a fast food restaurant, the food is cooked and made to order. Some Fatburger restaurants have a liquor license, as well as Fat Bars. Its franchise headquarters are in Beverly Hills, California. In addition to the United States, the chain operates in 19 other countries.",Fatburger food is cooked prior to the customer ordering it.,"It says that the food is cooked to order, that means it is not cooked until it is ordered.",2,1,,-1.692082763,1.796617508,-0.270011485
d401921a-64cb-469f-bbdd-ccae9c478282,"Anne of Green Gables is a 1934 film directed by George Nicholls, Jr., based upon the novel, ""Anne of Green Gables"" by Lucy Maud Montgomery. The actress Dawn O'Day who portrayed the title character of Anne Shirley changed her stage name to ""Anne Shirley"" after making this film. There was also a sequel; ""Anne of Windy Poplars"".","Anne of Green Gables is based upon a novel by George Nicholls, Jr.,",It is based upon a novel by  Lucy Maud Montgomery but directed by George Nicholls. Both names were in the passage close together so that confused the system.,2,1,,0.462260365,1.01836133,-1.42318809
4e58b957-972c-4a79-afc2-323956d4cf09,"Fleetwood Mac are a British-American rock band, formed in London in 1967. The band have sold more than 100 million records worldwide, making them one of the world's best-selling bands of all time. In 1998, selected members of Fleetwood Mac were inducted into the Rock and Roll Hall of Fame, and received the Brit Award for Outstanding Contribution to Music.","When Fleetwood Mac formed in 1967, they were immediately inducted into the Rock and Roll Hall of Fame the same year for ovewhelming awesomeness.","The context states that only select members were inducted to the Hall of Fame in 1998. I really don't know why the AI didn't get this one. Something about the order of words and throwing in the random ""overwhelming awesomeness"" must have stumped it.",2,1,,-1.405015945,2.761530638,-1.475358963
6209266e-ef51-4dc3-8a50-4cdf1a0899df,"""M.I.L.F. $"" (pronounced ""MILF money"") is a song recorded by American singer Fergie for her second studio album, ""Double Dutchess"" (2017). It was produced by Polow da Don and released as the second single from the record following ""L.A. Love (La La)"" on July 1, 2016 by Interscope and will.i.am Music Group. It debuted at number 34 on the US ""Billboard"" Hot 100 with 65,000 in first-week sales.","M.I.L.F Money appeared in the top 50 songs on the the US ""Billboard"" Hot 100. ","MILF money debuted at number 34 on the US ""Billboard"" Hot 100 which is within the top 50 songs. I think it was difficult for the system because I used a range instead of an exact number.",0,1,,-2.426841259,1.065173745,0.989793062
b830fbdd-b2ec-47d7-a845-bcb99a7bec08,"Elizabeth Jane Watson (December 28, 1921 – February 21, 2016) was an American actress and singer known for her roles in musical theatre, especially Laurey in ""Oklahoma!"", creating the role in the London premiere. She also performed in nightclubs and on television, including as co-host of the game show ""Winner Take All"".",Watson was not the only host of Winner Take All.,"The information was only about Watson and the system was unaware that ""co-host"" meant she hosted with another person.",0,0,,2.168119669,0.761913955,-3.016164541
